"","X","rep","processing","sweetener","tiempo","compound","concentration","Temp"
"456","SUP_rep1","rep1","P","SU",1.001,"Delphinidin.3.O.sambubioside",1.36,20
"457","ST1_rep2","rep2","1","ST",1.001,"Delphinidin.3.O.sambubioside",1.58,4
"458","ST2_rep2","rep2","2","ST",1.001,"Delphinidin.3.O.sambubioside",1.57,20
"459","STP_rep2","rep2","P","ST",1.001,"Delphinidin.3.O.sambubioside",1.4,4
"460","SU1_rep2","rep2","1","SU",1.001,"Delphinidin.3.O.sambubioside",1.46,20
"461","SU2_rep2","rep2","2","SU",1.001,"Delphinidin.3.O.sambubioside",1.45,4
"462","SUP_rep2","rep2","P","SU",1.001,"Delphinidin.3.O.sambubioside",1.36,20
"463","ST1_rep3","rep3","1","ST",1.001,"Delphinidin.3.O.sambubioside",1.44,4
"464","ST2_rep3","rep3","2","ST",1.001,"Delphinidin.3.O.sambubioside",1.46,20
"465","STP_rep3","rep3","P","ST",1.001,"Delphinidin.3.O.sambubioside",1.43,4
"466","SU1_rep3","rep3","1","SU",1.001,"Delphinidin.3.O.sambubioside",1.44,20
"467","SU2_rep3","rep3","2","SU",1.001,"Delphinidin.3.O.sambubioside",1.4,4
"468","SUP_rep3","rep3","P","SU",1.001,"Delphinidin.3.O.sambubioside",1.35,20
"469","ST1_rep1","rep1","1","ST",8.001,"Delphinidin.3.O.sambubioside",1.44,4
"470","ST2_rep1","rep1","2","ST",8.001,"Delphinidin.3.O.sambubioside",1.22,20
"471","STP_rep1","rep1","P","ST",8.001,"Delphinidin.3.O.sambubioside",1.42,4
"472","SU1_rep1","rep1","1","SU",8.001,"Delphinidin.3.O.sambubioside",1.27,20
"473","SU2_rep1","rep1","2","SU",8.001,"Delphinidin.3.O.sambubioside",1.35,4
"474","SUP_rep1","rep1","P","SU",8.001,"Delphinidin.3.O.sambubioside",1.15,20
"475","ST1_rep2","rep2","1","ST",8.001,"Delphinidin.3.O.sambubioside",1.46,4
"476","ST2_rep2","rep2","2","ST",8.001,"Delphinidin.3.O.sambubioside",1.27,20
"477","STP_rep2","rep2","P","ST",8.001,"Delphinidin.3.O.sambubioside",1.36,4
"478","SU1_rep2","rep2","1","SU",8.001,"Delphinidin.3.O.sambubioside",1.22,20
"479","SU2_rep2","rep2","2","SU",8.001,"Delphinidin.3.O.sambubioside",1.37,4
"480","SUP_rep2","rep2","P","SU",8.001,"Delphinidin.3.O.sambubioside",1.15,20
"481","ST1_rep3","rep3","1","ST",8.001,"Delphinidin.3.O.sambubioside",1.52,4
"482","ST2_rep3","rep3","2","ST",8.001,"Delphinidin.3.O.sambubioside",1.24,20
"483","STP_rep3","rep3","P","ST",8.001,"Delphinidin.3.O.sambubioside",1.38,4
"484","SU1_rep3","rep3","1","SU",8.001,"Delphinidin.3.O.sambubioside",1.17,20
"485","SU2_rep3","rep3","2","SU",8.001,"Delphinidin.3.O.sambubioside",1.38,4
"486","SUP_rep3","rep3","P","SU",8.001,"Delphinidin.3.O.sambubioside",1.17,20
"487","ST1_rep1","rep1","1","ST",16.001,"Delphinidin.3.O.sambubioside",1.43,4
"488","ST2_rep1","rep1","2","ST",16.001,"Delphinidin.3.O.sambubioside",1.06,20
"489","STP_rep1","rep1","P","ST",16.001,"Delphinidin.3.O.sambubioside",1.34,4
"490","SU1_rep1","rep1","1","SU",16.001,"Delphinidin.3.O.sambubioside",1.34,20
"491","SU2_rep1","rep1","2","SU",16.001,"Delphinidin.3.O.sambubioside",1.29,4
"492","SUP_rep1","rep1","P","SU",16.001,"Delphinidin.3.O.sambubioside",0.98,20
"493","ST1_rep2","rep2","1","ST",16.001,"Delphinidin.3.O.sambubioside",1.41,4
"494","ST2_rep2","rep2","2","ST",16.001,"Delphinidin.3.O.sambubioside",1.04,20
"495","STP_rep2","rep2","P","ST",16.001,"Delphinidin.3.O.sambubioside",1.41,4
"496","SU1_rep2","rep2","1","SU",16.001,"Delphinidin.3.O.sambubioside",1.02,20
"497","SU2_rep2","rep2","2","SU",16.001,"Delphinidin.3.O.sambubioside",1.28,4
"498","SUP_rep2","rep2","P","SU",16.001,"Delphinidin.3.O.sambubioside",1.18,20
"499","ST1_rep3","rep3","1","ST",16.001,"Delphinidin.3.O.sambubioside",1.36,4
"500","ST2_rep3","rep3","2","ST",16.001,"Delphinidin.3.O.sambubioside",1.15,20
"501","STP_rep3","rep3","P","ST",16.001,"Delphinidin.3.O.sambubioside",1.31,4
"502","SU1_rep3","rep3","1","SU",16.001,"Delphinidin.3.O.sambubioside",0.95,20
"503","SU2_rep3","rep3","2","SU",16.001,"Delphinidin.3.O.sambubioside",1.25,4
"504","SUP_rep3","rep3","P","SU",16.001,"Delphinidin.3.O.sambubioside",0.92,20
"505","ST1_rep1","rep1","1","ST",31.001,"Delphinidin.3.O.sambubioside",1.25,4
"506","ST2_rep1","rep1","2","ST",31.001,"Delphinidin.3.O.sambubioside",0.62,20
"507","STP_rep1","rep1","P","ST",31.001,"Delphinidin.3.O.sambubioside",1.15,4
"508","SU1_rep1","rep1","1","SU",31.001,"Delphinidin.3.O.sambubioside",0.51,20
"509","SU2_rep1","rep1","2","SU",31.001,"Delphinidin.3.O.sambubioside",1.19,4
"510","SUP_rep1","rep1","P","SU",31.001,"Delphinidin.3.O.sambubioside",0.61,20
"511","ST1_rep2","rep2","1","ST",31.001,"Delphinidin.3.O.sambubioside",1.21,4
"512","ST2_rep2","rep2","2","ST",31.001,"Delphinidin.3.O.sambubioside",0.64,20
"513","STP_rep2","rep2","P","ST",31.001,"Delphinidin.3.O.sambubioside",1.26,4
"514","SU1_rep2","rep2","1","SU",31.001,"Delphinidin.3.O.sambubioside",0.49,20
"515","SU2_rep2","rep2","2","SU",31.001,"Delphinidin.3.O.sambubioside",1.15,4
"516","SUP_rep2","rep2","P","SU",31.001,"Delphinidin.3.O.sambubioside",0.75,20
"517","ST1_rep3","rep3","1","ST",31.001,"Delphinidin.3.O.sambubioside",1.25,4
"518","ST2_rep3","rep3","2","ST",31.001,"Delphinidin.3.O.sambubioside",0.62,20
"519","STP_rep3","rep3","P","ST",31.001,"Delphinidin.3.O.sambubioside",1.29,4
"520","SU1_rep3","rep3","1","SU",31.001,"Delphinidin.3.O.sambubioside",0.59,20
"521","SU2_rep3","rep3","2","SU",31.001,"Delphinidin.3.O.sambubioside",1.18,4
"522","SUP_rep3","rep3","P","SU",31.001,"Delphinidin.3.O.sambubioside",0.67,20
"523","ST1_rep1","rep1","1","ST",46.001,"Delphinidin.3.O.sambubioside",1.19,4
"524","ST2_rep1","rep1","2","ST",46.001,"Delphinidin.3.O.sambubioside",0.47,20
"525","STP_rep1","rep1","P","ST",46.001,"Delphinidin.3.O.sambubioside",1.06,4
"526","SU1_rep1","rep1","1","SU",46.001,"Delphinidin.3.O.sambubioside",0.4,20
"527","SU2_rep1","rep1","2","SU",46.001,"Delphinidin.3.O.sambubioside",1.05,4
"528","SUP_rep1","rep1","P","SU",46.001,"Delphinidin.3.O.sambubioside",0.36,20
"529","ST1_rep2","rep2","1","ST",46.001,"Delphinidin.3.O.sambubioside",1.2,4
"530","ST2_rep2","rep2","2","ST",46.001,"Delphinidin.3.O.sambubioside",0.45,20
"531","STP_rep2","rep2","P","ST",46.001,"Delphinidin.3.O.sambubioside",1.17,4
"532","SU1_rep2","rep2","1","SU",46.001,"Delphinidin.3.O.sambubioside",0.43,20
"533","SU2_rep2","rep2","2","SU",46.001,"Delphinidin.3.O.sambubioside",1,4
"534","SUP_rep2","rep2","P","SU",46.001,"Delphinidin.3.O.sambubioside",0.37,20
"535","ST1_rep3","rep3","1","ST",46.001,"Delphinidin.3.O.sambubioside",1.18,4
"536","ST2_rep3","rep3","2","ST",46.001,"Delphinidin.3.O.sambubioside",0.43,20
"537","STP_rep3","rep3","P","ST",46.001,"Delphinidin.3.O.sambubioside",1.07,4
"538","SU1_rep3","rep3","1","SU",46.001,"Delphinidin.3.O.sambubioside",0.45,20
"539","SU2_rep3","rep3","2","SU",46.001,"Delphinidin.3.O.sambubioside",1.08,4
"540","SUP_rep3","rep3","P","SU",46.001,"Delphinidin.3.O.sambubioside",0.38,20
"541","ST1_rep1","rep1","1","ST",61.001,"Delphinidin.3.O.sambubioside",1.03,4
"542","ST2_rep1","rep1","2","ST",61.001,"Delphinidin.3.O.sambubioside",0.3,20
"543","STP_rep1","rep1","P","ST",61.001,"Delphinidin.3.O.sambubioside",1.07,4
"544","SU1_rep1","rep1","1","SU",61.001,"Delphinidin.3.O.sambubioside",0.27,20
"545","SU2_rep1","rep1","2","SU",61.001,"Delphinidin.3.O.sambubioside",0.98,4
"546","SUP_rep1","rep1","P","SU",61.001,"Delphinidin.3.O.sambubioside",0.37,20
"547","ST1_rep2","rep2","1","ST",61.001,"Delphinidin.3.O.sambubioside",1.08,4
"548","ST2_rep2","rep2","2","ST",61.001,"Delphinidin.3.O.sambubioside",0.3,20
"549","STP_rep2","rep2","P","ST",61.001,"Delphinidin.3.O.sambubioside",1.06,4
"550","SU1_rep2","rep2","1","SU",61.001,"Delphinidin.3.O.sambubioside",0.31,20
"551","SU2_rep2","rep2","2","SU",61.001,"Delphinidin.3.O.sambubioside",0.96,4
"552","SUP_rep2","rep2","P","SU",61.001,"Delphinidin.3.O.sambubioside",0.36,20
"553","ST1_rep3","rep3","1","ST",61.001,"Delphinidin.3.O.sambubioside",1.11,4
"554","ST2_rep3","rep3","2","ST",61.001,"Delphinidin.3.O.sambubioside",0.29,20
"555","STP_rep3","rep3","P","ST",61.001,"Delphinidin.3.O.sambubioside",0.97,4
"556","SU1_rep3","rep3","1","SU",61.001,"Delphinidin.3.O.sambubioside",0.3,20
"557","SU2_rep3","rep3","2","SU",61.001,"Delphinidin.3.O.sambubioside",0.9,4
"558","SUP_rep3","rep3","P","SU",61.001,"Delphinidin.3.O.sambubioside",0.35,20
"559","ST1_rep1","rep1","1","ST",91.001,"Delphinidin.3.O.sambubioside",1.08,4
"560","ST2_rep1","rep1","2","ST",91.001,"Delphinidin.3.O.sambubioside",0.23,20
"561","STP_rep1","rep1","P","ST",91.001,"Delphinidin.3.O.sambubioside",0.88,4
"562","SU1_rep1","rep1","1","SU",91.001,"Delphinidin.3.O.sambubioside",0.18,20
"563","SU2_rep1","rep1","2","SU",91.001,"Delphinidin.3.O.sambubioside",0.86,4
"564","SUP_rep1","rep1","P","SU",91.001,"Delphinidin.3.O.sambubioside",0.19,20
"565","ST1_rep2","rep2","1","ST",91.001,"Delphinidin.3.O.sambubioside",0.95,4
"566","ST2_rep2","rep2","2","ST",91.001,"Delphinidin.3.O.sambubioside",0.19,20
"567","STP_rep2","rep2","P","ST",91.001,"Delphinidin.3.O.sambubioside",0.86,4
"568","SU1_rep2","rep2","1","SU",91.001,"Delphinidin.3.O.sambubioside",0.15,20
"569","SU2_rep2","rep2","2","SU",91.001,"Delphinidin.3.O.sambubioside",0.85,4
"570","SUP_rep2","rep2","P","SU",91.001,"Delphinidin.3.O.sambubioside",0.16,20
"571","ST1_rep3","rep3","1","ST",91.001,"Delphinidin.3.O.sambubioside",0.89,4
"572","ST2_rep3","rep3","2","ST",91.001,"Delphinidin.3.O.sambubioside",0.18,20
"573","STP_rep3","rep3","P","ST",91.001,"Delphinidin.3.O.sambubioside",0.87,4
"574","SU1_rep3","rep3","1","SU",91.001,"Delphinidin.3.O.sambubioside",0.18,20
"575","SU2_rep3","rep3","2","SU",91.001,"Delphinidin.3.O.sambubioside",0.81,4
"576","SUP_rep3","rep3","P","SU",91.001,"Delphinidin.3.O.sambubioside",0.18,20
"577","ST1_rep1","rep1","1","ST",0.00099999999999989,"Delphinidin.3.O.glucoside",4.28,4
"578","ST2_rep1","rep1","2","ST",0.00099999999999989,"Delphinidin.3.O.glucoside",4.28,20
"579","STP_rep1","rep1","P","ST",0.00099999999999989,"Delphinidin.3.O.glucoside",4.28,4
"580","SU1_rep1","rep1","1","SU",0.00099999999999989,"Delphinidin.3.O.glucoside",3.98,20
"581","SU2_rep1","rep1","2","SU",0.00099999999999989,"Delphinidin.3.O.glucoside",3.98,4
"582","SUP_rep1","rep1","P","SU",0.00099999999999989,"Delphinidin.3.O.glucoside",3.98,20
"583","ST1_rep2","rep2","1","ST",0.00099999999999989,"Delphinidin.3.O.glucoside",4.21,4
"584","ST2_rep2","rep2","2","ST",0.00099999999999989,"Delphinidin.3.O.glucoside",4.21,20
"585","STP_rep2","rep2","P","ST",0.00099999999999989,"Delphinidin.3.O.glucoside",4.21,4
"586","SU1_rep2","rep2","1","SU",0.00099999999999989,"Delphinidin.3.O.glucoside",4.01,20
"587","SU2_rep2","rep2","2","SU",0.00099999999999989,"Delphinidin.3.O.glucoside",4.01,4
"588","SUP_rep2","rep2","P","SU",0.00099999999999989,"Delphinidin.3.O.glucoside",4.01,20
"589","ST1_rep3","rep3","1","ST",0.00099999999999989,"Delphinidin.3.O.glucoside",4.15,4
"590","ST2_rep3","rep3","2","ST",0.00099999999999989,"Delphinidin.3.O.glucoside",4.15,20
"591","STP_rep3","rep3","P","ST",0.00099999999999989,"Delphinidin.3.O.glucoside",4.15,4
"592","SU1_rep3","rep3","1","SU",0.00099999999999989,"Delphinidin.3.O.glucoside",3.91,20
"593","SU2_rep3","rep3","2","SU",0.00099999999999989,"Delphinidin.3.O.glucoside",3.91,4
"594","SUP_rep3","rep3","P","SU",0.00099999999999989,"Delphinidin.3.O.glucoside",3.91,20
"595","ST1_rep1","rep1","1","ST",1.001,"Delphinidin.3.O.glucoside",3.83,4
"596","ST2_rep1","rep1","2","ST",1.001,"Delphinidin.3.O.glucoside",3.79,20
"597","STP_rep1","rep1","P","ST",1.001,"Delphinidin.3.O.glucoside",4.36,4
"598","SU1_rep1","rep1","1","SU",1.001,"Delphinidin.3.O.glucoside",3.48,20
"599","SU2_rep1","rep1","2","SU",1.001,"Delphinidin.3.O.glucoside",3.41,4
"600","SUP_rep1","rep1","P","SU",1.001,"Delphinidin.3.O.glucoside",4.05,20
"601","ST1_rep2","rep2","1","ST",1.001,"Delphinidin.3.O.glucoside",3.76,4
"602","ST2_rep2","rep2","2","ST",1.001,"Delphinidin.3.O.glucoside",3.76,20
"603","STP_rep2","rep2","P","ST",1.001,"Delphinidin.3.O.glucoside",4.36,4
"604","SU1_rep2","rep2","1","SU",1.001,"Delphinidin.3.O.glucoside",3.35,20
"605","SU2_rep2","rep2","2","SU",1.001,"Delphinidin.3.O.glucoside",3.46,4
"606","SUP_rep2","rep2","P","SU",1.001,"Delphinidin.3.O.glucoside",4.02,20
"607","ST1_rep3","rep3","1","ST",1.001,"Delphinidin.3.O.glucoside",3.71,4
"608","ST2_rep3","rep3","2","ST",1.001,"Delphinidin.3.O.glucoside",3.66,20
"609","STP_rep3","rep3","P","ST",1.001,"Delphinidin.3.O.glucoside",4.26,4
"610","SU1_rep3","rep3","1","SU",1.001,"Delphinidin.3.O.glucoside",3.57,20
"611","SU2_rep3","rep3","2","SU",1.001,"Delphinidin.3.O.glucoside",3.42,4
"612","SUP_rep3","rep3","P","SU",1.001,"Delphinidin.3.O.glucoside",3.95,20
"613","ST1_rep1","rep1","1","ST",8.001,"Delphinidin.3.O.glucoside",3.43,4
"614","ST2_rep1","rep1","2","ST",8.001,"Delphinidin.3.O.glucoside",2.92,20
"615","STP_rep1","rep1","P","ST",8.001,"Delphinidin.3.O.glucoside",4.04,4
"616","SU1_rep1","rep1","1","SU",8.001,"Delphinidin.3.O.glucoside",2.85,20
"617","SU2_rep1","rep1","2","SU",8.001,"Delphinidin.3.O.glucoside",3.38,4
"618","SUP_rep1","rep1","P","SU",8.001,"Delphinidin.3.O.glucoside",3.05,20
"619","ST1_rep2","rep2","1","ST",8.001,"Delphinidin.3.O.glucoside",3.45,4
"620","ST2_rep2","rep2","2","ST",8.001,"Delphinidin.3.O.glucoside",2.93,20
"621","STP_rep2","rep2","P","ST",8.001,"Delphinidin.3.O.glucoside",3.93,4
"622","SU1_rep2","rep2","1","SU",8.001,"Delphinidin.3.O.glucoside",2.76,20
"623","SU2_rep2","rep2","2","SU",8.001,"Delphinidin.3.O.glucoside",3.21,4
"624","SUP_rep2","rep2","P","SU",8.001,"Delphinidin.3.O.glucoside",3.04,20
"625","ST1_rep3","rep3","1","ST",8.001,"Delphinidin.3.O.glucoside",3.56,4
"626","ST2_rep3","rep3","2","ST",8.001,"Delphinidin.3.O.glucoside",2.84,20
"627","STP_rep3","rep3","P","ST",8.001,"Delphinidin.3.O.glucoside",3.92,4
"628","SU1_rep3","rep3","1","SU",8.001,"Delphinidin.3.O.glucoside",2.67,20
"629","SU2_rep3","rep3","2","SU",8.001,"Delphinidin.3.O.glucoside",3.23,4
"630","SUP_rep3","rep3","P","SU",8.001,"Delphinidin.3.O.glucoside",3.09,20
"631","ST1_rep1","rep1","1","ST",16.001,"Delphinidin.3.O.glucoside",3.37,4
"632","ST2_rep1","rep1","2","ST",16.001,"Delphinidin.3.O.glucoside",2.31,20
"633","STP_rep1","rep1","P","ST",16.001,"Delphinidin.3.O.glucoside",3.85,4
"634","SU1_rep1","rep1","1","SU",16.001,"Delphinidin.3.O.glucoside",3.23,20
"635","SU2_rep1","rep1","2","SU",16.001,"Delphinidin.3.O.glucoside",3.03,4
"636","SUP_rep1","rep1","P","SU",16.001,"Delphinidin.3.O.glucoside",2.51,20
"637","ST1_rep2","rep2","1","ST",16.001,"Delphinidin.3.O.glucoside",3.36,4
"638","ST2_rep2","rep2","2","ST",16.001,"Delphinidin.3.O.glucoside",2.28,20
"639","STP_rep2","rep2","P","ST",16.001,"Delphinidin.3.O.glucoside",4.01,4
"640","SU1_rep2","rep2","1","SU",16.001,"Delphinidin.3.O.glucoside",2.11,20
"641","SU2_rep2","rep2","2","SU",16.001,"Delphinidin.3.O.glucoside",2.98,4
"642","SUP_rep2","rep2","P","SU",16.001,"Delphinidin.3.O.glucoside",2.93,20
"643","ST1_rep3","rep3","1","ST",16.001,"Delphinidin.3.O.glucoside",3.33,4
"644","ST2_rep3","rep3","2","ST",16.001,"Delphinidin.3.O.glucoside",2.39,20
"645","STP_rep3","rep3","P","ST",16.001,"Delphinidin.3.O.glucoside",3.78,4
"646","SU1_rep3","rep3","1","SU",16.001,"Delphinidin.3.O.glucoside",1.98,20
"647","SU2_rep3","rep3","2","SU",16.001,"Delphinidin.3.O.glucoside",2.91,4
"648","SUP_rep3","rep3","P","SU",16.001,"Delphinidin.3.O.glucoside",2.22,20
"649","ST1_rep1","rep1","1","ST",31.001,"Delphinidin.3.O.glucoside",2.89,4
"650","ST2_rep1","rep1","2","ST",31.001,"Delphinidin.3.O.glucoside",1.27,20
"651","STP_rep1","rep1","P","ST",31.001,"Delphinidin.3.O.glucoside",3.43,4
"652","SU1_rep1","rep1","1","SU",31.001,"Delphinidin.3.O.glucoside",1,20
"653","SU2_rep1","rep1","2","SU",31.001,"Delphinidin.3.O.glucoside",2.76,4
"654","SUP_rep1","rep1","P","SU",31.001,"Delphinidin.3.O.glucoside",0.97,20
"655","ST1_rep2","rep2","1","ST",31.001,"Delphinidin.3.O.glucoside",2.98,4
"656","ST2_rep2","rep2","2","ST",31.001,"Delphinidin.3.O.glucoside",1.26,20
"657","STP_rep2","rep2","P","ST",31.001,"Delphinidin.3.O.glucoside",3.54,4
"658","SU1_rep2","rep2","1","SU",31.001,"Delphinidin.3.O.glucoside",0.97,20
"659","SU2_rep2","rep2","2","SU",31.001,"Delphinidin.3.O.glucoside",2.6,4
"660","SUP_rep2","rep2","P","SU",31.001,"Delphinidin.3.O.glucoside",1.48,20
"661","ST1_rep3","rep3","1","ST",31.001,"Delphinidin.3.O.glucoside",2.97,4
"662","ST2_rep3","rep3","2","ST",31.001,"Delphinidin.3.O.glucoside",1.23,20
"663","STP_rep3","rep3","P","ST",31.001,"Delphinidin.3.O.glucoside",3.53,4
"664","SU1_rep3","rep3","1","SU",31.001,"Delphinidin.3.O.glucoside",1.1,20
"665","SU2_rep3","rep3","2","SU",31.001,"Delphinidin.3.O.glucoside",2.67,4
"666","SUP_rep3","rep3","P","SU",31.001,"Delphinidin.3.O.glucoside",1.28,20
"667","ST1_rep1","rep1","1","ST",46.001,"Delphinidin.3.O.glucoside",2.87,4
"668","ST2_rep1","rep1","2","ST",46.001,"Delphinidin.3.O.glucoside",0.94,20
"669","STP_rep1","rep1","P","ST",46.001,"Delphinidin.3.O.glucoside",3.03,4
"670","SU1_rep1","rep1","1","SU",46.001,"Delphinidin.3.O.glucoside",0.84,20
"671","SU2_rep1","rep1","2","SU",46.001,"Delphinidin.3.O.glucoside",2.42,4
"672","SUP_rep1","rep1","P","SU",46.001,"Delphinidin.3.O.glucoside",0.67,20
"673","ST1_rep2","rep2","1","ST",46.001,"Delphinidin.3.O.glucoside",2.77,4
"674","ST2_rep2","rep2","2","ST",46.001,"Delphinidin.3.O.glucoside",0.89,20
"675","STP_rep2","rep2","P","ST",46.001,"Delphinidin.3.O.glucoside",3.22,4
"676","SU1_rep2","rep2","1","SU",46.001,"Delphinidin.3.O.glucoside",0.87,20
"677","SU2_rep2","rep2","2","SU",46.001,"Delphinidin.3.O.glucoside",2.32,4
"678","SUP_rep2","rep2","P","SU",46.001,"Delphinidin.3.O.glucoside",0.66,20
"679","ST1_rep3","rep3","1","ST",46.001,"Delphinidin.3.O.glucoside",2.78,4
"680","ST2_rep3","rep3","2","ST",46.001,"Delphinidin.3.O.glucoside",0.88,20
"681","STP_rep3","rep3","P","ST",46.001,"Delphinidin.3.O.glucoside",2.95,4
"682","SU1_rep3","rep3","1","SU",46.001,"Delphinidin.3.O.glucoside",0.85,20
"683","SU2_rep3","rep3","2","SU",46.001,"Delphinidin.3.O.glucoside",2.5,4
"684","SUP_rep3","rep3","P","SU",46.001,"Delphinidin.3.O.glucoside",0.67,20
"685","ST1_rep1","rep1","1","ST",61.001,"Delphinidin.3.O.glucoside",2.36,4
"686","ST2_rep1","rep1","2","ST",61.001,"Delphinidin.3.O.glucoside",0.69,20
"687","STP_rep1","rep1","P","ST",61.001,"Delphinidin.3.O.glucoside",2.79,4
"688","SU1_rep1","rep1","1","SU",61.001,"Delphinidin.3.O.glucoside",0.58,20
"689","SU2_rep1","rep1","2","SU",61.001,"Delphinidin.3.O.glucoside",2.27,4
"690","SUP_rep1","rep1","P","SU",61.001,"Delphinidin.3.O.glucoside",0.64,20
"691","ST1_rep2","rep2","1","ST",61.001,"Delphinidin.3.O.glucoside",2.43,4
"692","ST2_rep2","rep2","2","ST",61.001,"Delphinidin.3.O.glucoside",0.63,20
"693","STP_rep2","rep2","P","ST",61.001,"Delphinidin.3.O.glucoside",2.84,4
"694","SU1_rep2","rep2","1","SU",61.001,"Delphinidin.3.O.glucoside",0.64,20
"695","SU2_rep2","rep2","2","SU",61.001,"Delphinidin.3.O.glucoside",2.13,4
"696","SUP_rep2","rep2","P","SU",61.001,"Delphinidin.3.O.glucoside",0.6,20
"697","ST1_rep3","rep3","1","ST",61.001,"Delphinidin.3.O.glucoside",2.44,4
"698","ST2_rep3","rep3","2","ST",61.001,"Delphinidin.3.O.glucoside",0.63,20
"699","STP_rep3","rep3","P","ST",61.001,"Delphinidin.3.O.glucoside",2.59,4
"700","SU1_rep3","rep3","1","SU",61.001,"Delphinidin.3.O.glucoside",0.58,20
"701","SU2_rep3","rep3","2","SU",61.001,"Delphinidin.3.O.glucoside",2.04,4
"702","SUP_rep3","rep3","P","SU",61.001,"Delphinidin.3.O.glucoside",0.61,20
"703","ST1_rep1","rep1","1","ST",91.001,"Delphinidin.3.O.glucoside",2.43,4
"704","ST2_rep1","rep1","2","ST",91.001,"Delphinidin.3.O.glucoside",0.49,20
"705","STP_rep1","rep1","P","ST",91.001,"Delphinidin.3.O.glucoside",2.31,4
"706","SU1_rep1","rep1","1","SU",91.001,"Delphinidin.3.O.glucoside",0.41,20
"707","SU2_rep1","rep1","2","SU",91.001,"Delphinidin.3.O.glucoside",1.89,4
"708","SUP_rep1","rep1","P","SU",91.001,"Delphinidin.3.O.glucoside",0.39,20
"709","ST1_rep2","rep2","1","ST",91.001,"Delphinidin.3.O.glucoside",2.1,4
"710","ST2_rep2","rep2","2","ST",91.001,"Delphinidin.3.O.glucoside",0.46,20
"711","STP_rep2","rep2","P","ST",91.001,"Delphinidin.3.O.glucoside",2.18,4
"712","SU1_rep2","rep2","1","SU",91.001,"Delphinidin.3.O.glucoside",0.4,20
"713","SU2_rep2","rep2","2","SU",91.001,"Delphinidin.3.O.glucoside",1.83,4
"714","SUP_rep2","rep2","P","SU",91.001,"Delphinidin.3.O.glucoside",0.38,20
"715","ST1_rep3","rep3","1","ST",91.001,"Delphinidin.3.O.glucoside",1.98,4
"716","ST2_rep3","rep3","2","ST",91.001,"Delphinidin.3.O.glucoside",0.44,20
"717","STP_rep3","rep3","P","ST",91.001,"Delphinidin.3.O.glucoside",2.13,4
"718","SU1_rep3","rep3","1","SU",91.001,"Delphinidin.3.O.glucoside",0.43,20
"719","SU2_rep3","rep3","2","SU",91.001,"Delphinidin.3.O.glucoside",1.79,4
"720","SUP_rep3","rep3","P","SU",91.001,"Delphinidin.3.O.glucoside",0.43,20
"721","ST1_rep1","rep1","1","ST",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.52,4
"722","ST2_rep1","rep1","2","ST",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.52,20
"723","STP_rep1","rep1","P","ST",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.52,4
"724","SU1_rep1","rep1","1","SU",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.5,20
"725","SU2_rep1","rep1","2","SU",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.5,4
"726","SUP_rep1","rep1","P","SU",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.5,20
"727","ST1_rep2","rep2","1","ST",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.5,4
"728","ST2_rep2","rep2","2","ST",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.5,20
"729","STP_rep2","rep2","P","ST",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.5,4
"730","SU1_rep2","rep2","1","SU",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.4,20
"731","SU2_rep2","rep2","2","SU",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.4,4
"732","SUP_rep2","rep2","P","SU",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.4,20
"733","ST1_rep3","rep3","1","ST",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.44,4
"734","ST2_rep3","rep3","2","ST",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.44,20
"735","STP_rep3","rep3","P","ST",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.44,4
"736","SU1_rep3","rep3","1","SU",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.42,20
"737","SU2_rep3","rep3","2","SU",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.42,4
"738","SUP_rep3","rep3","P","SU",0.00099999999999989,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.42,20
"739","ST1_rep1","rep1","1","ST",1.001,"Cyanidin.3.O.sambubioside..Cyanidin.3.O.glucoside",1.33,4
